id,name,slug,category,price,description,artist,image,featured,createdAt,updatedAt
15,Composition Florale Abstraite,composition-florale-abstraite,Peinture,12000,"Ce tableau élégant capture la beauté de la nature à travers une représentation abstraite de fleurs vibrantes surgissant d'une base organique et terreuse. La fusion des tons doux et chauds avec des rouges et jaunes éclatants crée un équilibre harmonieux qui évoque la croissance, la vie et la sérénité. Une pièce intemporelle pour sublimer n'importe quel espace intérieur.",Axel,/images/products/5ed6e2f2-e043-4a99-9cb1-0792b15a5855.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
16,Danse Tribale Abstraite,danse-tribale-abstraite,Peinture,5500,Œuvre artistique originale.,Axel,/images/products/ace98dbe-20f6-4119-b706-d63472d5dc91.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
17,Fleur de Visages,fleur-de-visages,Peinture,23000,Œuvre artistique originale.,Axel,/images/products/bbfcab5e-7f3c-4618-8d91-357a38b133e5.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
18,Esprit en Couleurs,esprit-en-couleurs,Peinture,3000,Œuvre artistique originale.,Axel,/images/products/0929d55d-5092-4cb3-9118-4fe805401c11.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
19,Vie Marine Éclatante,vie-marine-clatante,Peinture,4000,"Ce tableau captivant plonge le spectateur dans un monde sous-marin vibrant et coloré. Une tortue majestueuse nage au milieu de coraux éclatants et d'une vie marine foisonnante, illuminée par la lumière douce d'un soleil rayonnant. Les détails minutieux et les teintes audacieuses créent une scène dynamique et apaisante, parfaite pour apporter une touche de vitalité et de sérénité à votre espace.",Axel,pressed-blush.jpg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
20,Élégance Intemporelle,l-gance-intemporelle,Peinture,7000,"Un hommage à la beauté classique et aux traditions. Ce portrait met en lumière une figure féminine en habits traditionnels, incarnant grâce et force dans une composition sobre et élégante. Une pièce parfaite pour célébrer l’héritage et l’histoire.",Axel,/images/products/26eedee7-2b0b-4c31-bff9-2698d95608cf.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
21,Visage Surréaliste Abstrait,visage-surr-aliste-abstrait-2,Peinture,10000,"Ce tableau fascinant dévoile un visage captivant mêlant des formes fluides et des nuances audacieuses. L'esthétique surréaliste, enrichie par des détails minutieux, incarne un mélange unique de mystère et de réflexion. Chaque courbe et chaque couleur racontent une histoire, invitant à l'exploration et à l'imagination. Une pièce idéale pour ajouter une touche artistique et intrigante à votre espace intérieur.",Axel,/images/products/ad3c6392-3df2-4cd4-984e-b4181f48656a.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
22,tigre d'Afrique,tigre-d-afrique,Autre,7000,"""Tigre d’Afrique"" capte l’intensité et la majesté de ce félin légendaire. Les couleurs riches et les motifs audacieux rendent hommage à la puissance et à la grâce de cet animal. Ce tableau est parfait pour insuffler une sensation de force et d’élégance à votre intérieur.",Axel,/images/products/edd51ee5-31b8-4bd3-8ece-f423488799f6.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
23,Métamorphose Surréaliste,m-tamorphose-surr-aliste,Peinture,10000,"Ce tableau intrigant présente une interprétation surréaliste unique où les formes et les contours se fondent dans une composition énigmatique. Les teintes terreuses et les détails subtils invitent à une réflexion profonde sur la transformation et l'ambiguïté. Cette œuvre captivante évoque un sentiment d'émerveillement et d'introspection, ajoutant une touche artistique audacieuse à n'importe quel espace.",Axel,/images/products/664d3d63-9f39-437c-9e01-d12e1edb4fa6.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
24,Nature Morte Élégante,nature-morte-l-gante,Peinture,27000,"Ce tableau de nature morte met en avant un arrangement harmonieux de vases ornés de motifs bleus et de fruits frais disposés avec soin. Les lignes douces du tissu de fond ajoutent une texture subtile, tandis que les détails précis des objets capturent une atmosphère de sérénité et d'équilibre. Cette œuvre classique est idéale pour apporter une touche de raffinement et d'élégance à votre espace intérieur.",Axel,/images/products/f06a4b56-e9ff-4d7e-a7b7-bbf8a2e9be6a.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
25,Origine de l'être,origine-de-l-tre,Peinture,9500,"""Origine de l’Être"" explore les mystères de la vie et de la création à travers des formes fluides et organiques. Les couleurs douces et les détails complexes créent une ambiance méditative, idéale pour un espace de contemplation ou de sérénité.",Axel,/images/products/6f5e0963-3ee3-43e3-a79b-3f70c89c4d26.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
26,Déesse de la nature,d-esse-de-la-nature,Peinture,4000,"""Déesse de la Nature"" incarne l'harmonie entre l'humanité et l'environnement. Les teintes vives et les motifs floraux évoquent la beauté et la richesse de la nature, tandis que le regard intense de la figure féminine rappelle son rôle sacré dans la préservation de la vie. Ce tableau est un hommage vibrant à la puissance et à la sérénité de la nature.",Axel,/images/products/927102c5-8f60-4822-b201-4f1c7ffe7796.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
27,lion rasta,lion-rasta,Peinture,4000,"""Le Lion Rasta"" célèbre la force et la fierté du roi de la savane avec une touche moderne et colorée. Les teintes éclatantes des dreadlocks et les détails saisissants du visage transmettent un message d’unité, de paix et de liberté. Cette œuvre est idéale pour ajouter une énergie audacieuse à tout espace.",Axel,/images/products/d35f7c1b-746b-406b-bc6c-ea46f35c7511.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
28,Déesse de la nature,d-esse-de-la-nature-2,Peinture,4000,Œuvre artistique originale.,Axel,/images/products/1ffa0f12-6c8d-462d-8ece-c936eadb194b.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
29,Les douleurs de l'Afrique,les-douleurs-de-l-afrique,Peinture,10000,"""Les Douleurs de l’Afrique"" exprime avec profondeur les luttes et les espoirs du continent africain. Les lignes expressives et les couleurs vibrantes racontent une histoire de résilience et de beauté. Ce tableau invite à la réflexion sur l’histoire et la richesse culturelle de l’Afrique.",Axel,/images/products/14f4b8c1-abef-4a6e-8110-7c6c3d98d0f2.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
30,Visage de la nature,visage-de-la-nature,Peinture,4000,Œuvre artistique originale.,Axel,/images/products/db014edb-413b-4da0-9fb4-c2908f38c968.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
31,La porte du paradis,la-porte-du-paradis,Peinture,4000,"""La Porte du Paradis"" dépeint une entrée mystique et invitante vers un monde de rêves. Les couleurs riches et les motifs détaillés apportent une touche d'évasion et d'élégance à tout espace.",Axel,/images/products/6470f513-0f2c-430e-bcad-46e7048f9a74.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
32,Harmonie Cosmique,harmonie-cosmique,Peinture,4000,"""Harmonie Cosmique"" invite à une réflexion sur l'univers et notre place dans celui-ci. Les détails subtils et les couleurs apaisantes créent une atmosphère de sérénité et de rêverie, parfaite pour un coin de méditation.",Axel,/images/products/07dcb59f-9fd4-4403-b99a-32c0ac32e7bd.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
33,Noble Sérénité,noble-s-r-nit,Peinture,4500,"Ce portrait équestre capture la majesté et la grâce du cheval dans une lumière douce et contrastée. Parfait pour les amoureux des animaux et les passionnés d’art classique, il dégage une sérénité intemporelle.",Axel,/images/products/cdfa3324-5558-4a1c-b1c2-63207c721517.jpeg,false,Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:04 GMT+0100 (GMT+01:00)
34,Rêves Abstraits,r-ves-abstraits,Peinture,12000,"""Rêves Abstraits"" est une œuvre captivante qui combine des formes fluides et des couleurs oniriques pour évoquer un univers métaphorique. Chaque détail raconte une histoire unique, invitant le spectateur à explorer son propre imaginaire.",Axel,/images/products/2da0b334-e1b2-4dc1-a7ac-6bf45812ef3f.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
35,L'Apogée du Temps,l-apog-e-du-temps,Peinture,23000,"Ce tableau fascinant, ""L'Apogée du Temps"", explore le thème de l'évolution et de la persistance à travers des motifs complexes et des teintes chaudes. Idéal pour un intérieur moderne ou classique.",Axel,/images/products/f1858764-be4c-4b63-8e71-8a498993aa14.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
36,L'Âme du Cheval,l-me-du-cheval,Peinture,12000,"""L'Âme du Cheval"" révèle la connexion profonde entre l'homme et cet animal noble. Avec des mouvements fluides et une texture délicate, cette œuvre évoque la grâce et la force à travers un regard artistique unique.",Axel,/images/products/9c0ef736-7845-471d-a362-2983cfe880c7.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
37,Rêves Abstraits,r-ves-abstraits-2,Peinture,9000,"""Rêves Abstraits"" est une œuvre captivante qui combine des formes fluides et des couleurs oniriques pour évoquer un univers métaphorique. Chaque détail raconte une histoire unique, invitant le spectateur à explorer son propre imaginaire.",Axel,/images/products/3aeb4b1d-c39f-403d-8569-a6d3c4d5cfe7.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
38,L'Éveil des Couleurs,l-veil-des-couleurs,Peinture,23000,"""L'Éveil des Couleurs"" capture la vitalité et l'éclat de la vie à travers une explosion de teintes vibrantes. Ce tableau moderne et expressif est idéal pour illuminer votre in",Axel,/images/products/9b3b86d5-1ef5-4895-95e7-7364a8dd4380.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
39,Regard Envoûtant,regard-envo-tant,Peinture,23000,"""Regard Envoûtant"" capte la profondeur de l'âme humaine à travers des yeux saisissants entourés de teintes de bleu intense. Cette œuvre dégage une énergie mystérieuse et apaisante, idéale pour créer une atmosphère de sérénité et de contemplation dans votre espace.",Axel,/images/products/e0e6d288-f483-4786-9014-e79edf0fbee6.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
40,Cheval Sauvage,cheval-sauvage,Peinture,11000,"""Cheval Sauvage"" illustre la puissance et la grâce d'un étalon en mouvement. Avec des détails précis et une palette de couleurs naturelles, ce tableau transmet la liberté et la force brute de cet animal majestueux.",Axel,/images/products/4d3628b0-da20-4ecc-97d1-6c5e54480958.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
41,La mélodie d'amour,la-m-lodie-d-amour,Peinture,3500,"""La Mélodie d’Amour"" est une célébration vibrante de la passion et de l'harmonie. Avec ses formes fluides et ses couleurs intenses, ce tableau capte l'essence même des émotions universelles et de la musique intérieure qui lie les âmes.",Axel,tableau-acrylique-de-lartiste-axel-9.jpg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
42,masque dogon benin,masque-dogon-benin,Peinture,1000,"Inspiré des traditions béninoises, ce masque Dogon est une œuvre qui mêle art tribal et modernité. Ses teintes éclatantes et ses formes géométriques audacieuses évoquent la spiritualité et l'authenticité de la culture africaine.",Axel,tableau-acrylique-de-lartiste-axel-10.jpg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
43,le visage de l'être,le-visage-de-l-tre,Peinture,1000,"""Le Visage de l'Être"" explore la complexité de l'identité humaine à travers des formes abstraites et des tons éclatants. Ce tableau, riche en symbolisme, invite à la réflexion sur les multiples facettes de l'existence.",Axel,/images/products/ccf70963-8fce-4875-9589-a4ebae29a0f4.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
44,abre de vie,abre-de-vie,Peinture,1000,"L'""Abre de Vie"" est une ode à la croissance et à l'interconnexion. Ce tableau lumineux, avec ses racines profondes et ses branches florissantes, symbolise l'équilibre entre la nature et l'humanité. Les nuances vibrantes inspirent un sentiment de renouveau et d'énergie.",Axel,/images/products/b4b8e592-6605-4b46-aa84-359de8051162.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
45,Masque Dogon du Togo,masque-dogon-du-togo,Peinture,1000,"Ce masque artistique capture l'essence spirituelle et symbolique des Dogons du Togo. Avec des motifs géométriques audacieux et des couleurs vives, il représente une fusion entre tradition et modernité. Chaque détail témoigne de l'héritage riche et de l'artisanat méticuleux de cette culture.",Axel,/images/products/5dc42747-c3fe-4c1c-ba30-c1a5c555a5ab.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
46,masque dogon,masque-dogon,Peinture,1000,Œuvre artistique originale.,Axel,/images/products/51fb562b-749e-4d87-bedb-d9f1f612fd46.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
47,le visage de l'être,le-visage-de-l-tre-2,Peinture,1000,"""Le Visage de l'Être"" explore la complexité de l'identité humaine à travers des formes abstraites et des tons éclatants. Ce tableau, riche en symbolisme, invite à la réflexion sur les multiples facettes de l'existence.",Axel,/images/products/1582f236-f47b-49d7-8011-14bcb81b22f3.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
48,Traditions du Nord Marocain,traditions-du-nord-marocain,Peinture,2500,"""Traditions du Nord Marocain"" capture la beauté et l’authenticité de la vie quotidienne dans les régions septentrionales du Maroc, où les teintes vives et les paysages lumineux se mêlent harmonieusement aux traditions ancestrales. Les personnages, vêtus de vêtements typiques du nord, évoluent dans une scène baignée de lumière, évoquant la sérénité des villages marocains.",Axel,/images/products/68dd6dc7-8c2f-4232-b7a2-852245743cf6.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
49,Les Gardiens du Désert,les-gardiens-du-d-sert,Peinture,2500,"""Les Gardiens du Désert"" immortalise la grâce et la résilience d'une mère et de son enfant, marchant dans un paysage aride et baigné de lumière. Les couleurs douces et les silhouettes élégantes évoquent une histoire de courage et de connexion familiale. Le fond minimaliste, mêlant des nuances de bleu et de rose, met en valeur l'émotion et la simplicité de la scène. Cette œuvre, empreinte de tendresse et de poésie, ajoutera une touche de sérénité et de profondeur à votre espace intérieur.",Axel,/images/products/9aa6c1f8-84cb-40f0-b8cb-eb0f6e5120dd.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
50,Douceur Orientale,douceur-orientale,Peinture,3500,"""Douceur Orientale"" capture l'élégance intemporelle et la sérénité d'une ruelle traditionnelle baignée de lumière. Les détails soignés de l'architecture, avec ses dômes et ses arcs ornés, évoquent un voyage au cœur des cultures orientales. Le ciel d'un bleu profond contraste avec les teintes chaudes des façades, tandis que les personnages ajoutent une touche de vie à la scène. Cette œuvre, empreinte de charme et de raffinement, apportera une ambiance apaisante et exotique à tout espace intérieur.",Axel,/images/products/2a15c328-d120-499b-bdc8-44be841ce020.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
51,Le Charme de l'Orient,le-charme-de-l-orient,Peinture,3500,"""Le Charme de l'Orient"" illustre la beauté et le mystère d'une architecture traditionnelle baignée de lumière. Les détails ornés de l'édifice, tels que la porte majestueuse et les motifs arabesques, évoquent une atmosphère empreinte d'histoire et de sérénité. Le bleu vibrant du ciel contraste harmonieusement avec les teintes chaudes des murs, créant une composition visuelle captivante. Ce tableau, idéal pour les amateurs d'art oriental et d'élégance intemporelle, apportera une touche de raffinement et de culture à tout intérieur.",Axel,/images/products/364f2831-e0d2-488d-affa-b33c5804fd84.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
52,Éclat du Souk,clat-du-souk,Peinture,5500,"""Éclat du Souk"" immortalise l'animation vibrante et colorée d'un marché local baigné dans une lumière éclatante. Les silhouettes des personnages se mêlent aux teintes chaudes et vives des étals et des façades, évoquant la richesse culturelle et l'effervescence quotidienne de la scène. Ce tableau, avec son style expressif et ses contrastes lumineux, est parfait pour ajouter une touche d'énergie et de vie à tout espace intérieur.",Axel,/images/products/3ac2710e-1eed-486d-9a3d-b517f44742c2.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
53,Le Marché en Lumières,le-march-en-lumi-res,Peinture,5500,"""Le Marché en Lumières"" capture l'effervescence et la vivacité d'une scène de marché baignée dans des teintes vibrantes et éclatantes. Les personnages et les bâtiments s'animent sous des touches de pinceau audacieuses, reflétant l'énergie et la richesse culturelle de ce moment. Ce tableau, avec ses couleurs intenses et son style expressif, est idéal pour insuffler une atmosphère chaleureuse et dynamique à n'importe quel espace.",Axel,/images/products/ec14de64-1312-40a9-b338-fe56bac7953f.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
54,Sérénité Bucolique,s-r-nit-bucolique,Peinture,5000,"""Sérénité Bucolique"" transporte le spectateur dans un paysage apaisant, où un pont pittoresque en pierre enjambe une rivière paisible entourée de verdure. Les nuances de bleu du ciel et les tons chaleureux des toits créent une harmonie visuelle qui évoque la tranquillité et le charme de la campagne. Ce tableau, empreint d'élégance classique, est idéal pour ajouter une touche de sérénité et de raffinement à n'importe quel intérieur.",Axel,/images/products/f3664844-d54e-43d3-b30c-d8f8df4cdd17.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
55,Le Tigre Enchanteur,le-tigre-enchanteur,Peinture,3000,"Le Tigre Enchanteur capture la majesté et la puissance d’un tigre blanc évoluant dans un environnement naturel vibrant. L'eau éclatante et les teintes riches de la forêt mettent en lumière la beauté et l'équilibre de cet animal mystique. Ce tableau symbolise à la fois la force brute et l'harmonie avec la nature, offrant une présence captivante qui transformera n'importe quel espace.",Axel,/images/products/69864313-eadf-4970-b78c-49c56ff7d42f.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
56,L'Éléphant d'Afrique Mystique,l-l-phant-d-afrique-mystique,Peinture,3000,"L'Éléphant d'Afrique Mystique incarne la puissance et la sagesse intemporelle de la nature sauvage. Avec ses nuances éclatantes et ses détails vibrants, cette œuvre capture la majesté de cet animal emblématique dans un décor aux teintes harmonieuses. Chaque coup de pinceau évoque la force, la sérénité et l'équilibre, offrant une présence inspirante qui enrichira tout espace intérieur. Idéal pour ceux qui recherchent une pièce à la fois captivante et symbolique.",Axel,/images/products/a6fc6ecb-8fab-4d9b-bece-deba1ccf65b6.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
57,Le Regard Sauvage,le-regard-sauvage,Peinture,1200,"Le Regard Sauvage plonge l'observateur dans l'intensité captivante des yeux d'un léopard majestueux. Les détails saisissants de son pelage, mêlant des nuances dorées et des contrastes profonds, évoquent à la fois la force et la grâce de cet animal emblématique. Ce tableau incarne la puissance de la nature sauvage et ajoute une touche d'énergie audacieuse à tout espace intérieur. Une pièce idéale pour ceux qui recherchent une œuvre à la fois percutante et élégante.",Axel,/images/products/19d09a80-2ad9-4e7d-b519-25b333ec2ae7.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
58,Le cycle des aigles,le-cycle-des-aigles,Peinture,3500,"""Le Cycle des Aigles"" symbolise la liberté et la puissance intemporelle de ces majestueux rapaces. Avec ses ailes déployées dans un tourbillon d'énergie, l'aigle évoque le renouveau et la force intérieure. Les teintes dynamiques et les mouvements circulaires de la composition transmettent une harmonie entre ciel et terre. Idéal pour un espace en quête d'inspiration et de profondeur symbolique.",Axel,/images/products/424843cb-c5b2-44f3-8845-ee6907c4ed3a.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
59,L'Hirondelle du Soleil,l-hirondelle-du-soleil,Peinture,1200,"""L'Hirondelle du Soleil"" capture l'énergie éclatante d'une hirondelle volant dans un ciel baigné de lumière. Les nuances chaudes du soleil se mêlent harmonieusement aux contours gracieux de l'oiseau, symbolisant la liberté, l'espoir et la renaissance. Ce tableau rayonnant est idéal pour insuffler une ambiance lumineuse et optimiste dans votre intérieur.",Axel,/images/products/ae035553-c269-4039-aab5-f61d31238ca2.jpeg,false,Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00),Mon Apr 07 2025 22:37:05 GMT+0100 (GMT+01:00)
